name,type,typecode,address,cityname,adname,longitude,latitude,location,tel,pname,id
星巴克(厦门山姆会员商店店),餐饮服务;咖啡厅;星巴克咖啡,050501,虎屿北路9号山姆会员商店地上一层4841F1F0001号铺位,厦门市,湖里区,118.091723,24.507764,"118.091723,24.507764",0592-5020500,福建省,B0HB9ZC7LN
星巴克(湖里公园TOD·地铁公寓店),餐饮服务;咖啡厅;星巴克咖啡,050501,湖里街道锦悦里地上1层262-1号,厦门市,湖里区,118.106548,24.511034,"118.106548,24.511034",0592-5558299,福建省,B0KDJOND6A
星巴克(厦门梧侣路分店),餐饮服务;咖啡厅;星巴克咖啡,050501,梧侣路1709号新景舜弘广场第一层1032单元,厦门市,同安区,118.140625,24.689325,"118.140625,24.689325",0592-7199569,福建省,B0FFHJVD2E
星巴克(汇景购物广场店),餐饮服务;咖啡厅;星巴克咖啡,050501,汇景购物广场2号门旁,厦门市,翔安区,118.245268,24.619747,"118.245268,24.619747",0592-7069737,福建省,B0FFFGYAXR
星巴克(厦门高崎机场T4分店),餐饮服务;咖啡厅;星巴克咖啡,050501,高崎南三路9号厦门高崎机场T4航站T4-2-52号店铺,厦门市,湖里区,118.146875,24.543975,"118.146875,24.543975",0592-5619876,福建省,B0FFKNXA36
星巴克咖啡(厦门JFC品尚中心店),餐饮服务;咖啡厅;星巴克咖啡,050501,环岛东路1701号建发JFC品尚中心第1层的A-L1-07单元,厦门市,思明区,118.191027,24.473562,"118.191027,24.473562",0592-5993758,福建省,B0FFG48E7Z
星巴克咖啡(厦门宝嘉CCpark店),餐饮服务;咖啡厅;星巴克咖啡,050501,滨海街道天泉西路宝嘉CC PARK地上一层1-1-01/02铺位,厦门市,思明区,118.127362,24.425194,"118.127362,24.425194",15906073285,福建省,B0JKUSEO1B
星巴克(厦门集美旺角新天地分店),餐饮服务;咖啡厅;星巴克咖啡,050501,天马路297-113号厦门集美旺角新天地分店,厦门市,集美区,118.085990,24.632409,"118.085990,24.632409",0592-5192378,福建省,B0J1U59NI4
星巴克(厦门同安钟楼一号店),餐饮服务;咖啡厅;星巴克咖啡,050501,同新路14号钟楼壹号第1层的04-06单元,厦门市,同安区,118.151692,24.730093,"118.151692,24.730093",0592-7139802,福建省,B0FFF0F322
星巴克(厦门星巢越中心分店),餐饮服务;咖啡厅;星巴克咖啡,050501,杏林湾路488号星巢越中心地上一层,厦门市,集美区,118.064966,24.592827,"118.064966,24.592827",0592-5211321,福建省,B0GKKSY4HN
星巴克(厦门集美旺角新天地分店),餐饮服务;咖啡厅;星巴克咖啡,050501,学院路与天马路交叉口西北200米,厦门市,集美区,118.085975,24.632425,"118.085975,24.632425",0592-5192378,福建省,B0L1DSTPLB
星巴克SM厦门海沧城市广场店,餐饮服务;咖啡厅;星巴克咖啡,050501,孚莲路1818号地上一层101a铺位,厦门市,海沧区,117.956675,24.539425,"117.956675,24.539425",0592-5983916,福建省,B0L3JUDUAA
星巴克(塘边宝龙天地店),餐饮服务;咖啡厅;星巴克咖啡,050501,园山北三里1号塘边宝龙天地地上一层S9-L1-010店铺,厦门市,湖里区,118.123236,24.506700,"118.123236,24.506700",0592-5126866,福建省,B0J6B5QXDV
星巴克(海湾社区泊寓·院儿店),餐饮服务;甜品店;甜品店,050900,港中路1557-104-2,厦门市,湖里区,118.123024,24.550087,"118.123024,24.550087",0592-5197838,福建省,B0KB2XJA0V
星巴克(乐海城市广场店),餐饮服务;咖啡厅;星巴克咖啡,050501,环城西路639号乐海城市广场一层,厦门市,同安区,118.135716,24.720193,"118.135716,24.720193",0592-7122375,福建省,B0IBU5PN30
星巴克臻选(厦门厦大访客中心分店),餐饮服务;咖啡厅;星巴克咖啡,050501,思明南路422号厦门大学访客中心B2层B126-127号商铺,厦门市,思明区,118.094500,24.434954,"118.094500,24.434954",0592-3500831,福建省,B0G35RYJ58
星巴克(厦门集美世茂广场分店),餐饮服务;咖啡厅;星巴克咖啡,050501,侨英街道滨水中二里32-33号厦门集美世茂广场,厦门市,集美区,118.075696,24.602491,"118.075696,24.602491",0592-6062217,福建省,B0I6B914P0
星巴克咖啡(翁角路店),餐饮服务;咖啡厅;咖啡厅,050500,刘店路与翁角路辅路交叉口北40米,厦门市,海沧区,117.998045,24.520502,"117.998045,24.520502",[],福建省,B0LK2AQLN7
星巴克(集美万达分店),餐饮服务;咖啡厅;星巴克咖啡,050501,银江路137号万达广场万达百货1层1023,厦门市,集美区,118.093846,24.573660,"118.093846,24.573660",0592-6378091,福建省,B02500VFLT
星巴克(觅光里店),餐饮服务;咖啡厅;星巴克咖啡,050501,滨海里1号觅光里商场地上一层L1-18店铺,厦门市,翔安区,118.193164,24.663787,"118.193164,24.663787",0592-5195806,福建省,B0J2U9VZCO
星巴克(砂之船奥莱店),餐饮服务;咖啡厅;星巴克咖啡,050501,海峡新岸旅游博览中心砂之船奥特莱斯地上一层1-B-27店铺,厦门市,湖里区,118.191677,24.528962,"118.191677,24.528962",0592-5901097,福建省,B0H6HADWST
星巴克咖啡(观洲路店),餐饮服务;咖啡厅;咖啡厅,050500,西柯镇观洲路11-8号(特房波特曼七星湾酒店怡海小镇铺),厦门市,同安区,118.144520,24.617529,"118.144520,24.617529",13616047806,福建省,B0JRAUOUDH
星巴克(厦门同安宝龙广场店),餐饮服务;咖啡厅;星巴克咖啡,050501,环城南路与石浔路交叉口西南侧同安宝龙广场LG层M1-LG-001单元,厦门市,同安区,118.165913,24.717716,"118.165913,24.717716",0592-5102166,福建省,B0I0KDVXA9
星巴克厦门集美乐海分店,餐饮服务;咖啡厅;星巴克咖啡,050501,同集南路68号厦门国贸商城购物中心的地上一层自编号L103号商铺,厦门市,集美区,118.105204,24.588592,"118.105204,24.588592",0592-6288506,福建省,B0FFI6RJ97
星巴克(厦门国际邮轮中心店),餐饮服务;咖啡厅;星巴克咖啡,050501,"东港路2,4号国际邮轮中心登船口123对面二层",厦门市,湖里区,118.075199,24.481931,"118.075199,24.481931",0592-5618682,福建省,B0FFJIUMPS
星巴克(厦门集美软件园三期分店),餐饮服务;咖啡厅;星巴克咖啡,050501,诚毅北大街50号206号05,厦门市,集美区,118.045456,24.615189,"118.045456,24.615189",0592-6062208,福建省,B0H0ZDVOBM
星巴克(厦门同安阳光小镇分店),餐饮服务;咖啡厅;星巴克咖啡,050501,美峰六里28号阳光小镇商业街一层101-103号商铺,厦门市,同安区,118.137875,24.610026,"118.137875,24.610026",0592-6193228,福建省,B0FFMDQYCY
星巴克(厦门集美尚柏奥莱分店),餐饮服务;咖啡厅;星巴克咖啡,050501,华夏路1号尚柏奥特莱斯地上一层1F-072铺位,厦门市,集美区,118.072974,24.622464,"118.072974,24.622464",0592-6510897,福建省,B0GRO75FPZ
星巴克(燕来福医院分店),餐饮服务;咖啡厅;星巴克咖啡,050501,鼎丰国际广场燕来福医院场地上一层101店铺,厦门市,湖里区,118.184011,24.507286,"118.184011,24.507286",0592-5809818,福建省,B0KU2OYTLL
星巴克厦门罗宾森店,餐饮服务;咖啡厅;星巴克咖啡,050501,"厦禾路899号罗宾森广场一层L1-09,二层L2-08,S2-10",厦门市,思明区,118.112794,24.468675,"118.112794,24.468675",0592-5802281,福建省,B02500QTU1
星巴克咖啡(厦门翔安商业广场店),餐饮服务;咖啡厅;星巴克咖啡,050501,马巷街道巷南路106号翔安商业广场地上一层101店铺,厦门市,翔安区,118.251740,24.658745,"118.251740,24.658745",0592-5192930,福建省,B0JKJSDFQC
星巴克(厦门同安爱琴海购物中心店),餐饮服务;咖啡厅;星巴克咖啡,050501,智谷东三路8号厦门同安爱琴海购物中心F1层,厦门市,同安区,118.174428,24.661341,"118.174428,24.661341",0592-7127731,福建省,B0K2TOTEHA
星巴克(厦门鼓浪屿龙头路分店),餐饮服务;咖啡厅;星巴克咖啡,050501,"龙头路164-166号1层,164-168号2层",厦门市,思明区,118.071576,24.444418,"118.071576,24.444418",0592-2060158,福建省,B0FFM89SZE
星巴克(阿罗海店),餐饮服务;咖啡厅;星巴克咖啡,050501,"滨湖北二路60-80号大摩阿罗海城市广场一层B101,B102单元",厦门市,海沧区,118.031908,24.479806,"118.031908,24.479806",0592-6581814,福建省,B02500QJMW
星巴克厦门首创奥莱分店,餐饮服务;咖啡厅;星巴克咖啡,050501,新店澳头村后埔顶里84号之21号首创奥特莱斯,厦门市,翔安区,118.237293,24.544946,"118.237293,24.544946",0592-5073130,福建省,B0J6KN2K0B
星巴克(软件园生活广场分店),餐饮服务;咖啡厅;星巴克咖啡,050501,"金山路和吕岭路交汇处软件园2期南2门出口岭兜西路621号地上1层110-1,111号",厦门市,思明区,118.176721,24.484175,"118.176721,24.484175",0592-5968781,福建省,B0FFKVX1I4
星巴克(恒安国际中心店),餐饮服务;咖啡厅;星巴克咖啡,050501,"木浦路101,103号厦门恒安国际广场地上一层的03-04单元",厦门市,湖里区,118.185637,24.529646,"118.185637,24.529646",0592-5789738,福建省,B0FFH4ZVG7
