name,type,typecode,address,cityname,adname,longitude,latitude,location,tel,pname,id,lon_wgs84,lat_wgs84
瑞幸咖啡(厦门口岸联检中心店),餐饮服务;咖啡厅;咖啡厅,050500,国际航运C栋1层05单元,厦门市,湖里区,118.092325,24.512475,"118.092325,24.512475",4000100100,福建省,B0K19ANDB3,118.0873459103263,24.51512551710335
瑞幸咖啡(鼓浪屿三友百货店),餐饮服务;咖啡厅;咖啡厅,050500,鼓浪屿三友假日旅游城二层鼓里项目空间101号铺,厦门市,思明区,118.072354,24.445178,"118.072354,24.445178",4000100100,福建省,B0GRJ1U14P,118.06738574127672,24.447831852817327
瑞幸咖啡(海峡设计文创园店),餐饮服务;餐饮相关场所;餐饮相关,050000,湖里大道14号海峡设计文创园一层210号,厦门市,湖里区,118.096648,24.509662,"118.096648,24.509662",4000100100,福建省,B0JDNR67K5,118.09167038937962,24.51231145164989
瑞幸咖啡(厦禾路金榜公园站店),餐饮服务;咖啡厅;咖啡厅,050500,厦禾路869-871号华鑫·明都,厦门市,思明区,118.108407,24.467463,"118.108407,24.467463",4000100100,福建省,B0KGUDIPR4,118.10344038741088,24.470108286494426
瑞幸咖啡(厦门禹洲广场店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨南路55号禹州广场一层大堂,厦门市,思明区,118.085694,24.46868,"118.085694,24.468680",4000100100,福建省,B0FFLDDXLI,118.08071788015188,24.471326688087164
瑞幸咖啡(京华大酒店店),餐饮服务;餐饮相关场所;餐饮相关,050000,厦禾路1130-1-2号京华大酒店底商,厦门市,思明区,118.120344,24.474072,"118.120344,24.474072",4000100100,福建省,B0HU19DKGW,118.11539128849626,24.47672642769554
瑞幸咖啡(厦门第一广场店),餐饮服务;咖啡厅;咖啡厅,050500,鹭江道2号第一广场一层大堂,厦门市,思明区,118.080362,24.449216,"118.080362,24.449216",4000100100,福建省,B0FFKS7Z9K,118.07538870127462,24.451862801747478
瑞幸咖啡(海沧天虹商场店),餐饮服务;咖啡厅;咖啡厅,050500,沧林东路274海沧天虹商场F1层,厦门市,海沧区,118.048075,24.492116,"118.048075,24.492116",4000100100,福建省,B0KAHAS054,118.04313590577547,24.494818164064494
luckin coffee 瑞幸咖啡(岳鹭广场店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨东路147号3楼瑞幸咖啡,厦门市,思明区,118.103375,24.487568,"118.103375,24.487568",16621516598,福建省,B0L3PSGGMC,118.09840274694817,24.490214870232442
luckin coffee 瑞幸咖啡(聚祥广场店),餐饮服务;咖啡厅;咖啡厅,050500,禾祥西路583-629号聚祥广场,厦门市,思明区,118.097218,24.468199,"118.097218,24.468199",4000100100,福建省,B0LUCGTSXU,118.09224360997932,24.47084217017431
瑞幸咖啡(官任国际社区店),餐饮服务;咖啡厅;咖啡厅,050500,官任路38号夏商民兴超市底商,厦门市,思明区,118.086398,24.477396,"118.086398,24.477396",4000100100,福建省,B0FFKVYX80,118.08142116995133,24.48004375543122
瑞幸咖啡(海沧乐海绿苑店),餐饮服务;咖啡厅;咖啡厅,050500,海沧区沧湖东一里282号乐海(绿苑店)2F层,厦门市,海沧区,118.048825,24.488725,"118.048825,24.488725",4000100100,福建省,B0FFMCRC1T,118.04388476911237,24.49142506979543
瑞幸咖啡(联发华美空间店),餐饮服务;咖啡厅;咖啡厅,050500,华昌路132号联发华美空间底商,厦门市,湖里区,118.100088,24.513546,"118.100088,24.513546",4000100100,福建省,B0JR368UPM,118.0951117682034,24.516195982987455
瑞幸咖啡(嘉园大厦店),餐饮服务;咖啡厅;咖啡厅,050500,护安路41号一层102号,厦门市,湖里区,118.156531,24.525739,"118.156531,24.525739",4000100100,福建省,B0JB9CVHJ6,118.15164760570778,24.528452122131547
瑞幸咖啡(海西金融广场店),餐饮服务;咖啡厅;咖啡厅,050500,东黄路213-219号海西金融广场B栋一层大堂,厦门市,湖里区,118.18231,24.508765,"118.182310,24.508765",4000100100,福建省,B0FFKNMVKJ,118.17749215105407,24.51152419843308
瑞幸咖啡(万科云玺店),餐饮服务;咖啡厅;咖啡厅,050500,金山街道高林中路535号万科云玺1号楼一层,厦门市,湖里区,118.186566,24.508684,"118.186566,24.508684",4000100100,福建省,B0GD3B39G3,118.1817585759033,24.511450978929396
瑞幸咖啡(同亨大厦店),餐饮服务;咖啡厅;咖啡厅,050500,吕岭路10号1005单元,厦门市,思明区,118.129509,24.489786,"118.129509,24.489786",4000100100,福建省,B0K6U7WELV,118.1245700227932,24.4924525850633
瑞幸咖啡(厦门才子汇店),餐饮服务;咖啡厅;咖啡厅,050500,前埔路188号才子汇F1层,厦门市,思明区,118.172875,24.478498,"118.172875,24.478498",4000100100,福建省,B0L0SGHYUU,118.16803569688996,24.481235066792543
瑞幸咖啡(瑞幸咖啡中山路旗舰店),餐饮服务;咖啡厅;咖啡厅,050500,中山路32-38底商,厦门市,思明区,118.07507,24.45323,"118.075070,24.453230",4000100100,福建省,B0KKKHQPCD,118.07009920272458,24.45588240264337
瑞幸咖啡(厦门国际金融中心店),餐饮服务;餐饮相关场所;餐饮相关,050000,展鸿路82号国际金融中心二层,厦门市,思明区,118.190743,24.474874,"118.190743,24.474874",4000100100,福建省,B0H1755JLW,118.1859479662295,24.477643426840256
瑞幸咖啡(中闽百汇梧村店),餐饮服务;咖啡厅;咖啡厅|公司企业;公司企业;公司企业,050500|170000,中闽百汇商场负一楼 2A-19,厦门市,思明区,118.114914,24.469682,"118.114914,24.469682",4000100100,福建省,B0J3SA0OWO,118.10995432130478,24.472331358125373
瑞幸咖啡(启达时尚大厦店),餐饮服务;咖啡厅;咖啡厅,050500,嘉莲街道龙山中路启达时尚大厦一层101号铺,厦门市,思明区,118.139679,24.482812,"118.139679,24.482812",4000100100,福建省,B0FFL4IYEZ,118.13476029320756,24.485491282275476
瑞幸咖啡(厦门欢乐颂购物中心店),餐饮服务;咖啡厅;咖啡厅,050500,欢乐颂购物中心,厦门市,思明区,118.095873,24.4864,"118.095873,24.486400",4000100100,福建省,B0FFKSIJFW,118.09089676923693,24.489046214935083
瑞幸咖啡(二轻大厦店),餐饮服务;餐饮相关场所;餐饮相关,050000,湖滨南路334号二轻大厦大堂西侧A1、A2单元,厦门市,思明区,118.118175,24.474475,"118.118175,24.474475",4000100100,福建省,B0FFKSIXU6,118.11321920733087,24.47712763074507
luckin coffee 瑞幸咖啡(富山名士园店),餐饮服务;咖啡厅;咖啡厅,050500,湖明路12-16号富山名士园,厦门市,思明区,118.118006,24.477836,"118.118006,24.477836",[],福建省,B0LGJ1N9D3,118.11304973599684,24.48048904110846
瑞幸咖啡(后埔发展中心店),餐饮服务;咖啡厅;咖啡厅,050500,仙岳路1886号后埔发展中心二期,厦门市,湖里区,118.144331,24.497363,"118.144331,24.497363",4000100100,福建省,B0JKSU2LJ5,118.13942125440812,24.500051641843882
luckin coffee 瑞幸咖啡(军梦双拥双创科技园店),餐饮服务;餐饮相关场所;餐饮相关,050000,枋湖路7号,厦门市,湖里区,118.13948,24.513891,"118.139480,24.513891",4000100100,福建省,B0LU3591F2,118.1345586520055,24.51657438619048
瑞幸咖啡(厦门SM新生活广场店),餐饮服务;咖啡厅;咖啡厅,050500,嘉禾路407号蓝宝石5楼,厦门市,思明区,118.125174,24.499354,"118.125174,24.499354",4000100100,福建省,B0FFKQXQZ6,118.12022692404001,24.502017043905752
瑞幸咖啡(航空商务广场店),餐饮服务;餐饮相关场所;餐饮相关,050000,高崎南五路222号之3航空商务广场2号楼一层109号,厦门市,湖里区,118.141903,24.536444,"118.141903,24.536444",4000100100,福建省,B0FFK6B2DB,118.13698516787723,24.539133659978045
瑞幸咖啡(沙坡尾店),餐饮服务;咖啡厅;咖啡厅,050500,大学路58号一层底商,厦门市,思明区,118.08753,24.439729,"118.087530,24.439729",4000100100,福建省,B0I06SUAOI,118.08255579630814,24.442369405370478
luckin coffee 瑞幸咖啡(石亭小区店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨北路109-2-1号(湖滨中路地铁站1号口步行60米),厦门市,思明区,118.093873,24.480435,"118.093873,24.480435",13554847314,福建省,B0M6AUYVE5,118.08889657050983,24.483080573809534
瑞幸咖啡(国金广场店),餐饮服务;咖啡厅;咖啡厅,050500,前埔路莲前街道506-508号国金广场一层后大堂,厦门市,思明区,118.174723,24.482206,"118.174723,24.482206",4000100100,福建省,B0FFKTSEOC,118.16988808734484,24.484947151209806
瑞幸咖啡(海上世界2号楼店),餐饮服务;咖啡厅;咖啡厅,050500,双狮北路海上世界2号楼一层大堂,厦门市,湖里区,118.078827,24.491275,"118.078827,24.491275",4000100100,福建省,B0K056SQLM,118.07385134474302,24.493930181284416
瑞幸咖啡(海沧海西国际广场店),餐饮服务;咖啡厅;咖啡厅,050500,海裕路314号兴海苑底商,厦门市,海沧区,118.038474,24.497879,"118.038474,24.497879",4000100100,福建省,B0J1Z5P5E6,118.0335539751788,24.500603987155504
瑞幸咖啡(明发商业广场南区店),餐饮服务;咖啡厅;咖啡厅,050500,莲前西路19号明发商业广场南区入口处底商,厦门市,思明区,118.122684,24.476974,"118.122684,24.476974",4000100100,福建省,B0J3CUBLVM,118.11773457945866,24.479631103147387
瑞幸咖啡(台商会馆店),餐饮服务;咖啡厅;咖啡厅,050500,仙岳路860号厦门台商会馆一层大堂,厦门市,湖里区,118.132642,24.499263,"118.132642,24.499263",4000100100,福建省,B0FFIVOH38,118.12770809651153,24.501934891329764
瑞幸咖啡(湖里公园地铁公寓店),餐饮服务;餐饮相关场所;餐饮相关,050000,湖里大道54号1楼湖里公园TOD·地铁公寓,厦门市,湖里区,118.10576,24.510175,"118.105760,24.510175",4000100100,福建省,B0K67CB8G3,118.1007879637974,24.51282571919577
瑞幸咖啡(海沧黄金产业园店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,海景东路与海景南路交叉口南400米,厦门市,海沧区,118.020275,24.464625,"118.020275,24.464625",4000100100,福建省,B0L3OAYCJT,118.01540189883278,24.467393359434784
瑞幸咖啡(瑞达国际金融中心店),餐饮服务;咖啡厅;咖啡厅,050500,桃园路16号瑞达国际金融中心南楼商业一层103号之一,厦门市,思明区,118.190455,24.48804,"118.190455,24.488040",4000100100,福建省,B0JA2HHFLQ,118.18565835508349,24.49081099980662
瑞幸咖啡(首泰国际广场店),餐饮服务;咖啡厅;咖啡厅,050500,岭下西路263-106号首泰国际广场底商,厦门市,湖里区,118.156582,24.530155,"118.156582,24.530155",4000100100,福建省,B0J6DCBRAM,118.15169841414227,24.532868712186126
瑞幸咖啡(厦门海沧港汇广场店),餐饮服务;咖啡厅;咖啡厅,050500,南海三路1101号港汇商业广场一层101号,厦门市,海沧区,118.023793,24.476955,"118.023793,24.476955",4000100100,福建省,B0J1GM5JTC,118.01890978713676,24.479715467242666
瑞幸咖啡(厦门加州城市广场店),餐饮服务;咖啡厅;咖啡厅,050500,莲前东路123号加州商业广场367单元三层中庭,厦门市,思明区,118.158281,24.477247,"118.158281,24.477247",4000100100,福建省,B0FFL7BEIX,118.15340532680446,24.479956573455727
瑞幸咖啡(厦门金鸡亭店),餐饮服务;咖啡厅;咖啡厅,050500,金林花园,厦门市,思明区,118.140461,24.475606,"118.140461,24.475606",4000100100,福建省,B0K0MUG5JG,118.13554445208534,24.478285300508414
瑞幸咖啡(曾厝垵店),餐饮服务;咖啡厅;咖啡厅,050500,曾厝垵社2-17号曾厝垵大门侧底商,厦门市,思明区,118.105059,24.43111,"118.105059,24.431110",4000100100,福建省,B0L10MCEOB,118.10009208015136,24.433747186984327
瑞幸咖啡(日华国际大厦店),餐饮服务;咖啡厅;咖啡厅,050500,新丰三路16号日华国际大厦一层大堂,厦门市,湖里区,118.120167,24.515412,"118.120167,24.515412",4000100100,福建省,B0FFIX9A40,118.11521106197073,24.518072267384788
瑞幸咖啡(莲前集团大厦店),餐饮服务;咖啡厅;咖啡厅,050500,莲前中路323号莲前集团大厦一层大堂,厦门市,思明区,118.175169,24.475039,"118.175169,24.475039",4000100100,福建省,B0FFK9NAX3,118.17033571748458,24.477779842103608
瑞幸咖啡(火炬新科广场店),餐饮服务;咖啡厅;咖啡厅,050500,火炬高新区新科广场1号楼一层109室,厦门市,湖里区,118.144171,24.526202,"118.144171,24.526202",4000100100,福建省,B0KKG1CVSP,118.1392588376649,24.5288940931785
瑞幸咖啡(泰地海西中心店),餐饮服务;咖啡厅;咖啡厅,050500,海沧大道891号SEC泰地海西中心A座一层大堂,厦门市,海沧区,118.043548,24.481179,"118.043548,24.481179",4000100100,福建省,B0J6MN8SCF,118.03861846606236,24.483889485369364
瑞幸咖啡(机场北院儿里店),餐饮服务;咖啡厅;咖啡厅,050500,港中路与高崎北路交叉口西220米,厦门市,湖里区,118.123014,24.549365,"118.123014,24.549365",4000100100,福建省,B0J2L74QPD,118.11805988687814,24.552031638694828
瑞幸咖啡(清华海峡研究院店),餐饮服务;咖啡厅;咖啡厅,050500,安墩路与岐山北路交叉口东南120米,厦门市,湖里区,118.150329,24.531374,"118.150329,24.531374",4000100100,福建省,B0K657K8MJ,118.14543043988743,24.534076855489925
luckin coffee 瑞幸咖啡(未来海岸阿罗海店),餐饮服务;咖啡厅;咖啡厅,050500,兴港路与嵩屿中路交叉口北500米,厦门市,海沧区,118.03323,24.460102,"118.033230,24.460102",4000100100,福建省,B0L3ARVO6M,118.02832460734163,24.462834117856232
瑞幸咖啡(鼎丰财富中心店),餐饮服务;餐饮相关场所;餐饮相关,050000,高林中路503号鼎丰财富中心一层大堂,厦门市,湖里区,118.184439,24.506809,"118.184439,24.506809",4000100100,福建省,B0FFLD6K1N,118.17962652659719,24.50957185892748
