name,type,typecode,address,cityname,adname,longitude,latitude,location,tel,pname,id
瑞幸咖啡(海上世界购物中心店),餐饮服务;咖啡厅;咖啡厅,050500,远航路77号厦门海上世界3层L311室,厦门市,湖里区,118.076646,24.490895,"118.076646,24.490895",4000100100,福建省,B0I36C6K31
瑞幸咖啡(莲花路口店),餐饮服务;咖啡厅;咖啡厅,050500,嘉禾路211号109单元底商(莲花路口地铁站1B口旁)苏宁,厦门市,思明区,118.122125,24.483375,"118.122125,24.483375",4000100100,福建省,B0I0PNYE3G
瑞幸咖啡(江头江华路店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,江头街道江华路56-11号,厦门市,湖里区,118.128349,24.497101,"118.128349,24.497101",4000100100,福建省,B0MBDAFSM6
luckin coffee 瑞幸咖啡(建发花园店),餐饮服务;咖啡厅;咖啡厅,050500,东浦路东浦一里117-6号,厦门市,思明区,118.126150,24.472032,"118.126150,24.472032",4000100100,福建省,B0L1FYVMKH
瑞幸咖啡(禾祥东路万象城店),餐饮服务;餐饮相关场所;餐饮相关,050000,金榜路100-18号底商,厦门市,思明区,118.109982,24.470882,"118.109982,24.470882",4000100100,福建省,B0FFK9RU7O
瑞幸咖啡(厦门中山路步行街店),餐饮服务;咖啡厅;咖啡厅,050500,中山路步行街185号,厦门市,思明区,118.081087,24.454110,"118.081087,24.454110",4000100100,福建省,B0I0ZH9T0B
瑞幸咖啡,餐饮服务;咖啡厅;咖啡厅,050500,五通西路与金五路交叉口西80米,厦门市,湖里区,118.190775,24.503225,"118.190775,24.503225",[],福建省,B0MAHLMY7C
瑞幸咖啡(厦门中心店),餐饮服务;咖啡厅;咖啡厅,050500,海沧大道569号厦门中心F座F1层,厦门市,海沧区,118.039475,24.474846,"118.039475,24.474846",4000100100,福建省,B0I2CK6XF7
瑞幸咖啡(莲花路口店),餐饮服务;咖啡厅;咖啡厅,050500,嘉禾路211号109单元底商(莲花路口地铁站1B口旁),厦门市,思明区,118.122123,24.483366,"118.122123,24.483366",4000100100,福建省,B0FFJFLVEL
瑞幸咖啡(文灶宝龙天地店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨中路88-101号(文灶地铁站6号口步行140米),厦门市,思明区,118.102542,24.469642,"118.102542,24.469642",4000100100,福建省,B0K6NB4AQM
瑞幸咖啡(厦门创新创业园店),餐饮服务;咖啡厅;咖啡厅,050500,火炬高新园火炬东路11号创新创业园伟业楼南楼一层大堂,厦门市,湖里区,118.131503,24.517906,"118.131503,24.517906",4000100100,福建省,B0FFJGHB9D
luckin coffee 瑞幸咖啡(合立道大厦店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,岭下西路1-3号合立道大厦,厦门市,湖里区,118.157669,24.527651,"118.157669,24.527651",4000100100,福建省,B0LUGAE73J
瑞幸咖啡(金山小区店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,金山西里121-15-102号,厦门市,湖里区,118.156875,24.503575,"118.156875,24.503575",4000100100,福建省,B0MBDSFU09
瑞幸咖啡(七星大厦店),餐饮服务;咖啡厅;咖啡厅,050500,七星西路178号七星大厦一层大堂,厦门市,思明区,118.096575,24.488405,"118.096575,24.488405",4000100100,福建省,B0KGKZWGHB
瑞幸咖啡(厦门欢乐颂购物中心店),餐饮服务;咖啡厅;咖啡厅,050500,七星西路3号思明万象里L1层L114(东2门附近),厦门市,思明区,118.095873,24.486400,"118.095873,24.486400",4000100100,福建省,B0FFKSIJFW
瑞幸咖啡(自贸金融中心店),餐饮服务;咖啡厅;咖啡厅,050500,屿南四路1-9号自贸金融中心B座一层101号,厦门市,湖里区,118.090575,24.514101,"118.090575,24.514101",4000100100,福建省,B0FFJ93FZQ
luckin coffee 瑞幸咖啡(新景华府店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,双浦东里20-30号新景华府1期,厦门市,湖里区,118.140934,24.495414,"118.140934,24.495414",4000100100,福建省,B0LANKLDEG
瑞幸咖啡,餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,小学路与锦里中路交叉口东40米,厦门市,海沧区,117.994832,24.467512,"117.994832,24.467512",4000100100,福建省,B0L10ODUFI
瑞幸咖啡(浦南壹里店),餐饮服务;咖啡厅;咖啡厅,050500,浦南二路13-1-120号底商,厦门市,思明区,118.130346,24.473208,"118.130346,24.473208",4000100100,福建省,B0JRVBL40N
瑞幸咖啡(深田国际大厦店),餐饮服务;餐饮相关场所;餐饮相关,050000,深田路46号深田国际大厦一层大堂,厦门市,思明区,118.092110,24.458586,"118.092110,24.458586",4000100100,福建省,B0FFJAVJEI
luckin coffee 瑞幸咖啡(古城东路店),餐饮服务;咖啡厅;咖啡厅,050500,古城东路与中山路交叉口东南20米,厦门市,思明区,118.084597,24.454928,"118.084597,24.454928",4000100100,福建省,B0L0SAJBZI
瑞幸咖啡(鹭港万达广场店),餐饮服务;咖啡厅;咖啡厅,050500,长浩东路29号鹭港万达室内步行街1号门侧一层1096号铺,厦门市,湖里区,118.109168,24.521591,"118.109168,24.521591",4000100100,福建省,B0IK27M05U
瑞幸咖啡(莲坂外图店),餐饮服务;咖啡厅;咖啡厅,050500,美迪斯小区西门旁(莲坂地铁站3号口步行70米),厦门市,思明区,118.117947,24.476409,"118.117947,24.476409",4000100100,福建省,B0JKRMS92N
瑞幸咖啡(厦门财富中心店),餐饮服务;咖啡厅;咖啡厅,050500,鹭江道100号厦门财富中心一层大堂,厦门市,思明区,118.072934,24.457930,"118.072934,24.457930",4000100100,福建省,B0FFJ1UVI7
瑞幸咖啡(镇海路店),餐饮服务;餐饮相关场所;餐饮相关,050000,思明南路181号一楼,厦门市,思明区,118.082899,24.451422,"118.082899,24.451422",4000100100,福建省,B0GD3N13TJ
瑞幸咖啡(海投大厦店),餐饮服务;咖啡厅;咖啡厅,050500,钟林路12号海投大厦一层105号铺,厦门市,海沧区,118.028979,24.486482,"118.028979,24.486482",4000100100,福建省,B0I1R1C147
瑞幸咖啡(正元新都汇店),餐饮服务;餐饮相关场所;餐饮相关,050000,滨湖一里208号正元新都汇一层103号,厦门市,海沧区,118.031698,24.476728,"118.031698,24.476728",4000100100,福建省,B0J30L9AFZ
瑞幸咖啡(官任国际社区店),餐饮服务;咖啡厅;咖啡厅,050500,官任路38号夏商民兴超市底商,厦门市,思明区,118.086398,24.477396,"118.086398,24.477396",4000100100,福建省,B0FFKVYX80
瑞幸咖啡(豪利思城店),餐饮服务;咖啡厅;咖啡厅,050500,悦华路151号2号办公楼一层17-1号,厦门市,湖里区,118.113228,24.515174,"118.113228,24.515174",4000100100,福建省,B0JULZCUQW
瑞幸咖啡(宏泰中心店),餐饮服务;餐饮相关场所;餐饮相关,050000,湖滨东路309号宏泰中心大堂二层,厦门市,思明区,118.104375,24.485825,"118.104375,24.485825",4000100100,福建省,B0FFJO5IAB
瑞幸咖啡(华夏大酒店店),餐饮服务;咖啡厅;咖啡厅,050500,厦禾路935-939号华夏大酒店一层大堂,厦门市,思明区,118.117065,24.471200,"118.117065,24.471200",4000100100,福建省,B0GD3G2744
瑞幸咖啡(厦门轮渡店),餐饮服务;咖啡厅;咖啡厅,050500,开元路2-2号轮渡公交场站候车厅一层,厦门市,思明区,118.073644,24.456145,"118.073644,24.456145",4000100100,福建省,B0GD3Y2UPK
瑞幸咖啡(厦门禹洲广场店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨南路55号禹州广场一层大堂,厦门市,思明区,118.085694,24.468680,"118.085694,24.468680",4000100100,福建省,B0FFLDDXLI
瑞幸咖啡(皇达大厦店),餐饮服务;咖啡厅;咖啡厅,050500,梧村街道后埭溪路皇达大厦304号底商,厦门市,思明区,118.106032,24.472052,"118.106032,24.472052",4000100100,福建省,B0K6CL5D01
瑞幸咖啡(亿力大厦店),餐饮服务;餐饮相关场所;餐饮相关,050000,湖滨西路9号亿力大厦一层大堂,厦门市,思明区,118.078822,24.461814,"118.078822,24.461814",4000100100,福建省,B0FFJI2XTS
瑞幸咖啡(松柏屿后路北里店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,屿后路216-1号,厦门市,思明区,118.118878,24.493761,"118.118878,24.493761",4000100100,福建省,B0MBDHG2OO
luckin coffee 瑞幸咖啡(聚祥广场店),餐饮服务;咖啡厅;咖啡厅,050500,开元街道禾祥西路609号聚祥广场201单元,厦门市,思明区,118.097218,24.468199,"118.097218,24.468199",[],福建省,B0LUCGTSXU
瑞幸咖啡(新景中心店),餐饮服务;餐饮相关场所;餐饮相关,050000,嘉禾路21号新景中心A栋一层109室,厦门市,思明区,118.120409,24.479885,"118.120409,24.479885",4000100100,福建省,B0FFJ2I4UJ
瑞幸咖啡(海翼大厦店),餐饮服务;咖啡厅;咖啡厅,050500,厦禾路666海翼大厦A座F1层,厦门市,思明区,118.094595,24.463122,"118.094595,24.463122",4000100100,福建省,B0J10S9S3W
瑞幸咖啡(厦门口岸联检中心店),餐饮服务;咖啡厅;咖啡厅,050500,国际航运C栋1层05单元,厦门市,湖里区,118.092325,24.512475,"118.092325,24.512475",4000100100,福建省,B0K19ANDB3
luckin coffee 瑞幸咖啡(宁宝花园店),餐饮服务;咖啡厅;咖啡厅,050500,文达路15号之37号,厦门市,集美区,118.057273,24.564825,"118.057273,24.564825",4000100100,福建省,B0L2OCWTAF
luckin coffee 瑞幸咖啡(东渡商检站店),餐饮服务;咖啡厅;咖啡厅,050500,金鼎里1号都市港湾,厦门市,湖里区,118.081080,24.487263,"118.081080,24.487263",[],福建省,B0MGR7KVHJ
瑞幸咖啡(厦大学生公寓店),餐饮服务;餐饮相关场所;餐饮相关,050000,曾厝埯北二路105号厦大学生公寓8号楼一层115号,厦门市,思明区,118.116729,24.438155,"118.116729,24.438155",4000100100,福建省,B0FFKSED71
瑞幸咖啡(沙坡尾店),餐饮服务;咖啡厅;咖啡厅,050500,大学路58号一层底商,厦门市,思明区,118.087530,24.439729,"118.087530,24.439729",4000100100,福建省,B0I06SUAOI
瑞幸咖啡(厦门禹悦汇店),餐饮服务;咖啡厅;咖啡厅,050500,厦禾路888号禹洲世贸商城A区底商,厦门市,思明区,118.113966,24.468205,"118.113966,24.468205",4000100100,福建省,B0IKU7DCA4
瑞幸咖啡(厦门悦享中心店),餐饮服务;咖啡厅;咖啡厅,050500,松岳路6号悦享中心A塔一层大堂,厦门市,思明区,118.113285,24.494174,"118.113285,24.494174",4000100100,福建省,B0FFKQR8XK
瑞幸咖啡(厦门双子塔大师店),餐饮服务;咖啡厅;咖啡厅,050500,演武西路183号世茂双子塔沿街底商106号,厦门市,思明区,118.089082,24.436177,"118.089082,24.436177",4000100100,福建省,B0KR0XO22E
瑞幸咖啡(新景中心店),餐饮服务;咖啡厅;咖啡厅|餐饮服务;休闲餐饮场所;休闲餐饮场所,050500|050400,仙岳路680号之36号,厦门市,湖里区,118.127775,24.498025,"118.127775,24.498025",4000100100,福建省,B0L1RLB488
瑞幸咖啡(厦门水仙路店),餐饮服务;咖啡厅;咖啡厅,050500,水仙路26号底商,厦门市,思明区,118.076475,24.452525,"118.076475,24.452525",4000100100,福建省,B0JUAAX0NA
瑞幸咖啡(鼓浪屿三友百货店),餐饮服务;咖啡厅;咖啡厅,050500,鼓浪屿三友假日旅游城二层鼓里项目空间101号铺,厦门市,思明区,118.072354,24.445178,"118.072354,24.445178",4000100100,福建省,B0GRJ1U14P
瑞幸咖啡,餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,下土楼路与崎头东路交叉口西北60米,厦门市,海沧区,117.924260,24.551802,"117.924260,24.551802",4000100100,福建省,B0KKBXV47A
luckin coffee 瑞幸咖啡(医学院校外学生街店),餐饮服务;餐饮相关场所;餐饮相关,050000,安东路99号130号,厦门市,集美区,118.003620,24.610296,"118.003620,24.610296",4000100100,福建省,B0LU1SDCIN
瑞幸咖啡(嘉禾新天地店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,殿前街道火炬路1号嘉禾新天地B1层,厦门市,湖里区,118.119125,24.513075,"118.119125,24.513075",4000100100,福建省,B0LRMYXXBE
瑞幸咖啡(海峡设计文创园店),餐饮服务;餐饮相关场所;餐饮相关,050000,湖里大道14号海峡设计文创园一层210号,厦门市,湖里区,118.096648,24.509662,"118.096648,24.509662",4000100100,福建省,B0JDNR67K5
瑞幸咖啡(厦禾路金榜公园站店),餐饮服务;咖啡厅;咖啡厅,050500,厦禾路869-871号华鑫·明都,厦门市,思明区,118.108407,24.467463,"118.108407,24.467463",4000100100,福建省,B0KGUDIPR4
瑞幸咖啡(厦门第一广场店),餐饮服务;咖啡厅;咖啡厅,050500,鹭江道2号第一广场一层大堂,厦门市,思明区,118.080362,24.449216,"118.080362,24.449216",4000100100,福建省,B0FFKS7Z9K
瑞幸咖啡(京华大酒店店),餐饮服务;餐饮相关场所;餐饮相关,050000,厦禾路1130-1-2号京华大酒店底商,厦门市,思明区,118.120344,24.474072,"118.120344,24.474072",4000100100,福建省,B0HU19DKGW
瑞幸咖啡(海沧天虹商场店),餐饮服务;咖啡厅;咖啡厅,050500,沧林东路274海沧天虹商场F1层,厦门市,海沧区,118.048075,24.492116,"118.048075,24.492116",4000100100,福建省,B0KAHAS054
luckin coffee 瑞幸咖啡(岳鹭广场店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨东路147号3楼瑞幸咖啡,厦门市,思明区,118.103375,24.487568,"118.103375,24.487568",16621516598,福建省,B0L3PSGGMC
luckin coffee 瑞幸咖啡(金桥苑店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,建港路2001-2145金桥苑,厦门市,海沧区,118.038358,24.452429,"118.038358,24.452429",4000100100,福建省,B0LR5UB2VD
瑞幸咖啡(二轻大厦店),餐饮服务;餐饮相关场所;餐饮相关,050000,梧村街道湖滨南路334号二轻大厦一层大堂,厦门市,思明区,118.117975,24.475075,"118.117975,24.475075",4000100100,福建省,B0FFKSIXU6
瑞幸咖啡(联发华美空间店),餐饮服务;咖啡厅;咖啡厅,050500,华昌路132号联发华美空间底商,厦门市,湖里区,118.100088,24.513546,"118.100088,24.513546",4000100100,福建省,B0JR368UPM
瑞幸咖啡(海沧乐海绿苑店),餐饮服务;餐饮相关场所;餐饮相关,050000,海沧区沧湖东一里282号乐海(绿苑店)2F层,厦门市,海沧区,118.048825,24.488725,"118.048825,24.488725",4000100100,福建省,B0FFMCRC1T
瑞幸咖啡(嘉园大厦店),餐饮服务;咖啡厅;咖啡厅,050500,护安路41号一层102号,厦门市,湖里区,118.156531,24.525739,"118.156531,24.525739",4000100100,福建省,B0JB9CVHJ6
瑞幸咖啡(海西金融广场店),餐饮服务;咖啡厅;咖啡厅,050500,东黄路213-219号海西金融广场B栋一层大堂,厦门市,湖里区,118.182310,24.508765,"118.182310,24.508765",4000100100,福建省,B0FFKNMVKJ
瑞幸咖啡(万科云玺店),餐饮服务;咖啡厅;咖啡厅,050500,金山街道高林中路535号万科云玺1号楼一层,厦门市,湖里区,118.186566,24.508684,"118.186566,24.508684",4000100100,福建省,B0GD3B39G3
瑞幸咖啡(同亨大厦店),餐饮服务;咖啡厅;咖啡厅,050500,吕岭路10号1005单元,厦门市,思明区,118.129509,24.489786,"118.129509,24.489786",4000100100,福建省,B0K6U7WELV
瑞幸咖啡(厦门SM一期城市广场店),餐饮服务;咖啡厅;咖啡厅,050500,江头街道嘉禾路468号SM城市广场一期四层中庭,厦门市,湖里区,118.127214,24.501016,"118.127214,24.501016",4000100100,福建省,B0H0BX51HA
瑞幸咖啡(瑞幸咖啡中山路旗舰店),餐饮服务;咖啡厅;咖啡厅,050500,中山路32-38底商,厦门市,思明区,118.075070,24.453230,"118.075070,24.453230",4000100100,福建省,B0KKKHQPCD
瑞幸咖啡(厦门才子汇店),餐饮服务;咖啡厅;咖啡厅,050500,前埔路188号才子汇F1层,厦门市,思明区,118.172875,24.478498,"118.172875,24.478498",4000100100,福建省,B0L0SGHYUU
瑞幸咖啡(厦门国际金融中心店),餐饮服务;餐饮相关场所;餐饮相关,050000,展鸿路82号国际金融中心二层,厦门市,思明区,118.190743,24.474874,"118.190743,24.474874",4000100100,福建省,B0H1755JLW
luckin coffee 瑞幸咖啡(富山名士园店),餐饮服务;咖啡厅;咖啡厅,050500,湖明路12-16号富山名士园,厦门市,思明区,118.118006,24.477836,"118.118006,24.477836",[],福建省,B0LGJ1N9D3
瑞幸咖啡(中闽百汇梧村店),餐饮服务;咖啡厅;咖啡厅|公司企业;公司企业;公司企业,050500|170000,中闽百汇商场负一楼 2A-19,厦门市,思明区,118.114914,24.469682,"118.114914,24.469682",4000100100,福建省,B0J3SA0OWO
瑞幸咖啡(启达时尚大厦店),餐饮服务;咖啡厅;咖啡厅,050500,嘉莲街道龙山中路启达时尚大厦一层101号铺,厦门市,思明区,118.139679,24.482812,"118.139679,24.482812",4000100100,福建省,B0FFL4IYEZ
瑞幸咖啡(五缘湾地铁站店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,环岛干道4772-8号轨道交通3号线五缘湾站E008号,厦门市,湖里区,118.166688,24.531952,"118.166688,24.531952",4000100100,福建省,B0MBDHGI9I
瑞幸咖啡(后埔发展中心店),餐饮服务;咖啡厅;咖啡厅,050500,仙岳路1886号后埔发展中心二期,厦门市,湖里区,118.144331,24.497363,"118.144331,24.497363",4000100100,福建省,B0JKSU2LJ5
luckin coffee 瑞幸咖啡(军梦双拥双创科技园店),餐饮服务;餐饮相关场所;餐饮相关,050000,枋湖路7号,厦门市,湖里区,118.139480,24.513891,"118.139480,24.513891",4000100100,福建省,B0LU3591F2
瑞幸咖啡(厦门SM新生活广场店),餐饮服务;咖啡厅;咖啡厅,050500,嘉禾路407号蓝宝石5楼,厦门市,思明区,118.125174,24.499354,"118.125174,24.499354",4000100100,福建省,B0FFKQXQZ6
瑞幸咖啡(航空商务广场店),餐饮服务;餐饮相关场所;餐饮相关,050000,高崎南五路222号之3航空商务广场2号楼一层109号,厦门市,湖里区,118.141903,24.536444,"118.141903,24.536444",4000100100,福建省,B0FFK6B2DB
luckin coffee 瑞幸咖啡(石亭小区店),餐饮服务;咖啡厅;咖啡厅,050500,湖滨北路109-2-1号(湖滨中路地铁站1号口步行60米),厦门市,思明区,118.093873,24.480435,"118.093873,24.480435",13554847314,福建省,B0M6AUYVE5
瑞幸咖啡(国金广场店),餐饮服务;咖啡厅;咖啡厅,050500,前埔路莲前街道506-508号国金广场一层后大堂,厦门市,思明区,118.174723,24.482206,"118.174723,24.482206",4000100100,福建省,B0FFKTSEOC
瑞幸咖啡(海沧黄金产业园店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,海景东路与海景南路交叉口南400米,厦门市,海沧区,118.020275,24.464625,"118.020275,24.464625",4000100100,福建省,B0L3OAYCJT
瑞幸咖啡(海上世界2号楼店),餐饮服务;咖啡厅;咖啡厅,050500,双狮北路海上世界2号楼一层大堂,厦门市,湖里区,118.078827,24.491275,"118.078827,24.491275",4000100100,福建省,B0K056SQLM
瑞幸咖啡(海沧海西国际广场店),餐饮服务;咖啡厅;咖啡厅,050500,海裕路314号兴海苑底商,厦门市,海沧区,118.038474,24.497879,"118.038474,24.497879",4000100100,福建省,B0J1Z5P5E6
瑞幸咖啡(明发商业广场南区店),餐饮服务;咖啡厅;咖啡厅,050500,莲前西路19号明发商业广场南区入口处底商,厦门市,思明区,118.122684,24.476974,"118.122684,24.476974",4000100100,福建省,B0J3CUBLVM
瑞幸咖啡(海沧新垵村富海百货店),餐饮服务;咖啡厅;咖啡厅,050500,新阳街道新垵村中路72号富海百货1层底商,厦门市,海沧区,117.998888,24.524458,"117.998888,24.524458",4000100100,福建省,B0LR5OBUPT
瑞幸咖啡(台商会馆店),餐饮服务;咖啡厅;咖啡厅,050500,仙岳路860号厦门台商会馆一层大堂,厦门市,湖里区,118.132642,24.499263,"118.132642,24.499263",4000100100,福建省,B0FFIVOH38
瑞幸咖啡(湖里公园地铁公寓店),餐饮服务;餐饮相关场所;餐饮相关,050000,湖里大道54号1楼湖里公园TOD·地铁公寓,厦门市,湖里区,118.105760,24.510175,"118.105760,24.510175",4000100100,福建省,B0K67CB8G3
瑞幸咖啡(殿前清水宫店),餐饮服务;咖啡厅;咖啡厅,050500,鑫永胜二期西南门东南50米,厦门市,湖里区,118.113626,24.529261,"118.113626,24.529261",[],福建省,B0MGURD8SV
瑞幸咖啡(火炬新科广场店),餐饮服务;咖啡厅;咖啡厅,050500,火炬高新区新科广场1号楼一层109室,厦门市,湖里区,118.144171,24.526202,"118.144171,24.526202",4000100100,福建省,B0KKG1CVSP
瑞幸咖啡(瑞达国际金融中心店),餐饮服务;咖啡厅;咖啡厅,050500,桃园路16号瑞达国际金融中心南楼商业一层103号之一,厦门市,思明区,118.190455,24.488040,"118.190455,24.488040",4000100100,福建省,B0JA2HHFLQ
瑞幸咖啡(首泰国际广场店),餐饮服务;咖啡厅;咖啡厅,050500,岭下西路263-106号首泰国际广场底商,厦门市,湖里区,118.156582,24.530155,"118.156582,24.530155",4000100100,福建省,B0J6DCBRAM
瑞幸咖啡(厦门海沧港汇广场店),餐饮服务;咖啡厅;咖啡厅,050500,南海三路1101号港汇商业广场一层101号,厦门市,海沧区,118.023793,24.476955,"118.023793,24.476955",4000100100,福建省,B0J1GM5JTC
瑞幸咖啡(厦门金鸡亭店),餐饮服务;咖啡厅;咖啡厅,050500,金林花园,厦门市,思明区,118.140461,24.475606,"118.140461,24.475606",4000100100,福建省,B0K0MUG5JG
瑞幸咖啡(日华国际大厦店),餐饮服务;咖啡厅;咖啡厅,050500,新丰三路16号日华国际大厦一层大堂,厦门市,湖里区,118.120167,24.515412,"118.120167,24.515412",4000100100,福建省,B0FFIX9A40
luckin coffee 瑞幸咖啡(未来海岸阿罗海店),餐饮服务;咖啡厅;咖啡厅,050500,嵩屿街道嵩屿北五里19号阿罗海购物中心A137室,厦门市,海沧区,118.033230,24.460102,"118.033230,24.460102",4000100100,福建省,B0L3ARVO6M
瑞幸咖啡(厦门加州城市广场店),餐饮服务;咖啡厅;咖啡厅,050500,莲前东路123号加州商业广场367单元三层中庭,厦门市,思明区,118.158281,24.477247,"118.158281,24.477247",4000100100,福建省,B0FFL7BEIX
瑞幸咖啡(莲前集团大厦店),餐饮服务;咖啡厅;咖啡厅,050500,莲前中路323号莲前集团大厦一层大堂,厦门市,思明区,118.175169,24.475039,"118.175169,24.475039",4000100100,福建省,B0FFK9NAX3
瑞幸咖啡(曾厝垵店),餐饮服务;咖啡厅;咖啡厅,050500,曾厝垵社2-17号曾厝垵大门侧底商,厦门市,思明区,118.105059,24.431110,"118.105059,24.431110",[],福建省,B0L10MCEOB
瑞幸咖啡(泰地海西中心店),餐饮服务;咖啡厅;咖啡厅,050500,海沧大道891号SEC泰地海西中心A座一层大堂,厦门市,海沧区,118.043548,24.481179,"118.043548,24.481179",4000100100,福建省,B0J6MN8SCF
瑞幸咖啡(清华海峡研究院店),餐饮服务;咖啡厅;咖啡厅,050500,安墩路与岐山北路交叉口东南120米,厦门市,湖里区,118.150329,24.531374,"118.150329,24.531374",4000100100,福建省,B0K657K8MJ
瑞幸咖啡(JFC品尚中心店),餐饮服务;咖啡厅;咖啡厅,050500,环岛东路1705号JFC品尚中心C-L1-01号底商,厦门市,思明区,118.191851,24.474368,"118.191851,24.474368",4000100100,福建省,B0FFKTQNSQ
瑞幸咖啡(鼎丰财富中心店),餐饮服务;餐饮相关场所;餐饮相关,050000,高林中路503号鼎丰财富中心一层大堂,厦门市,湖里区,118.184439,24.506809,"118.184439,24.506809",4000100100,福建省,B0FFLD6K1N
瑞幸咖啡(祥店国贸阳光店),餐饮服务;咖啡厅;咖啡厅,050500,祥店路159号,厦门市,湖里区,118.144375,24.501266,"118.144375,24.501266",4000100100,福建省,B0K6JUYCJD
瑞幸咖啡(永建顶尚店),餐饮服务;咖啡厅;咖啡厅,050500,枋湖南路163号永建顶尚1号楼一层102单元,厦门市,湖里区,118.149950,24.512384,"118.149950,24.512384",4000100100,福建省,B0FFKQ7KNH
瑞幸咖啡(机场北院儿里店),餐饮服务;咖啡厅;咖啡厅,050500,港中路与高崎北路交叉口西220米,厦门市,湖里区,118.123014,24.549365,"118.123014,24.549365",4000100100,福建省,B0J2L74QPD
瑞幸咖啡(小东山店),餐饮服务;咖啡厅;咖啡厅,050500,小东山社与东山仔路交叉口西北60米,厦门市,湖里区,118.127725,24.513475,"118.127725,24.513475",[],福建省,B0MGF76GCU
瑞幸咖啡(中石化文灶店),餐饮服务;咖啡厅;咖啡厅,050500,厦禾路824号中石化文灶加油站易捷便利店,厦门市,思明区,118.105282,24.466087,"118.105282,24.466087",4000100100,福建省,B0FFKU6MK6
瑞幸咖啡(集美区孙厝店),餐饮服务;休闲餐饮场所;休闲餐饮场所,050400,乐安东里6-1-103号,厦门市,集美区,118.100765,24.584702,"118.100765,24.584702",4000100100,福建省,B0L3MOPN7J
